ID;species;long;lat;max.age;min.age;n.dates
57;Homo_sapiens;-4.5;36.63;40616;34574;1
58;Homo_sapiens;-0.69;43.64;41288;34629;7
59;Homo_sapiens;104.17;52.3;46552;34674;2
60;Homo_sapiens;80.22;6.65;39076;34680;1
61;Homo_sapiens;86.23;51.45;41485;34681;1
62;Homo_sapiens;84.68;51.38;41485;34681;1
63;Homo_sapiens;2.75;42.16;42237;34708;7
64;Homo_sapiens;36.48;33.78;49571;34721;2
65;Homo_sapiens;39.04;51.4;39100;34734;5
67;Homo_sapiens;1.1;44.99;39409;34748;7
68;Homo_sapiens;35.19;33.04;39748;34748;6
69;Homo_sapiens;34.94;32.56;41411;34769;2
71;Homo_sapiens;-2.04;43.03;37592;34780;1
72;Homo_sapiens;1.58;41.2;39360;34785;2
73;Homo_sapiens;12.21;47.63;38622;34814;1
75;Homo_sapiens;104.65;30.12;46573;34849;1
76;Homo_sapiens;34.94;32.56;54547;34858;5
78;Homo_sapiens;-1.89;43.27;38005;34863;1
80;Homo_sapiens;14.67;46.45;39175;34863;2
81;Homo_sapiens;40;44.17;44352;34879;6
88;Homo_sapiens;1.35;44.77;41117;34932;1
90;Homo_sapiens;80.43;6.99;39449;34966;4
91;Homo_sapiens;34.4;45;41991;34973;5
92;Homo_sapiens;43.19;42.18;38908;34980;1
93;Homo_sapiens;82.01;24.5;39200;35000;1
94;Homo_sapiens;-4.5;36.63;41596;35017;1
95;Homo_neanderthalensis;40.47;44.28;42037;35033;1
96;Homo_sapiens;9.78;48.41;38763;35176;2
97;Homo_sapiens;1.1;44.99;39450;35191;5
99;Homo_sapiens;22.81;37.69;39234;35225;1
101;Homo_sapiens;2.75;42.16;39220;35248;3
104;Homo_sapiens;-1.49;38.07;38170;35277;1
105;Homo_sapiens;44.24;36.8;41922;35278;6
107;Homo_sapiens;-2.04;43.03;39368;35286;4
108;Homo_sapiens;-2.48;43.06;41740;35286;3
109;Homo_sapiens;6.8;50.71;41805;35286;2
110;Homo_sapiens;20.07;44.18;37529;35287;1
113;Homo_sapiens;46.08;39.51;37007;35298;1
115;Homo_neanderthalensis;40;44.17;41500;35300;1
117;Homo_sapiens;16.7;48.85;37582;35302;1
118;Homo_sapiens;39.02;51.39;39656;35310;1
122;Homo_sapiens;34.4;45;41079;35321;4
125;Homo_sapiens;0.83;46.67;41132;35324;5
135;Homo_sapiens;9.75;48.37;41803;35358;7
142;Homo_sapiens;23.13;37.42;37565;35395;2
144;Homo_sapiens;55.85;25.12;43200;35400;2
146;Homo_sapiens;1.1;44.99;39704;35407;3
148;Homo_sapiens;-1.49;38.07;39605;35410;3
150;Homo_sapiens;10.19;48.56;37390;35416;1
153;Homo_sapiens;22.4;45.85;39004;35427;2
157;Homo_sapiens;40;44.17;37604;35439;3
158;Homo_sapiens;46.08;39.51;41224;35447;8
162;Homo_sapiens;10.18;48.55;37006;35467;1
164;Homo_sapiens;1.02;44.96;39052;35472;1
169;Homo_sapiens;2.98;43.09;37269;35489;1
172;Homo_sapiens;109.08;23.75;41900;35500;2
173;Homo_sapiens;-2.15;43.25;41912;35501;2
177;Homo_sapiens;101.17;44.71;40738;35511;4
179;Homo_sapiens;48.21;33.5;41947;35529;12
183;Homo_sapiens;1.02;44.96;40332;35547;2
184;Homo_sapiens;17.3;48.49;40613;35548;2
185;Homo_sapiens;-4.12;43.38;36770;35550;1
187;Homo_sapiens;-1.2;43.37;41881;35553;5
188;Homo_sapiens;1.25;42.92;37119;35553;1
196;Homo_sapiens;115.84;39.68;40806;35593;1
198;Homo_sapiens;14.57;46.31;41345;35609;2
199;Homo_sapiens;20.38;48.12;40981;35613;2
201;Homo_sapiens;16.72;49.19;39004;35624;1
205;Homo_neanderthalensis;34.35;44.99;37652;35652;1
207;Homo_neanderthalensis;41.23;44.83;40090;35670;1
209;Homo_sapiens;7.53;43.78;42137;35683;4
211;Homo_sapiens;16.63;49.2;39768;35693;1
212;Homo_sapiens;80.22;6.65;40821;35718;3
214;Homo_sapiens;7.54;43.78;39357;35746;2
215;Homo_sapiens;-6.05;42.48;44358;35752;4
216;Homo_sapiens;16.72;49.19;40745;35768;1
224;Homo_sapiens;14.85;40.85;41845;35876;5
226;Homo_sapiens;0.94;44.95;39712;35892;8
227;Homo_neanderthalensis;27.16;48.13;42547;35903;1
239;Homo_sapiens;53.43;35.47;40000;36000;1
240;Homo_neanderthalensis;4.2;44.4;61000;36000;3
242;Homo_sapiens;9.75;48.37;39149;36021;2
244;Homo_sapiens;141.68;42.82;42651;36035;2
247;Homo_sapiens;122.98;40.6;42688;36057;1
254;Homo_sapiens;1.26;44.88;41629;36088;1
256;Homo_sapiens;34.01;53.35;40386;36096;2
257;Homo_neanderthalensis;10.29;44.06;42500;36100;1
258;Homo_sapiens;9.78;48.39;42096;36102;6
260;Homo_sapiens;9.78;48.39;39317;36107;1
261;Homo_sapiens;-3.97;43.29;47350;36112;4
263;Homo_sapiens;-3.53;50.47;39726;36135;1
264;Homo_sapiens;-3.43;37.44;39035;36137;1
265;Homo_neanderthalensis;16.03;46.28;41152;36139;2
266;Homo_sapiens;-2.04;43.03;39536;36142;1
267;Homo_sapiens;108.66;50.36;39421;36145;1
268;Homo_sapiens;7.53;43.78;38965;36154;2
270;Homo_sapiens;20.38;48.12;39602;36161;2
274;Homo_sapiens;-4.5;36.63;39088;36187;1
276;Homo_neanderthalensis;1.58;41.2;41750;36205;3
277;Homo_sapiens;-3.97;43.29;44442;36205;2
278;Homo_sapiens;39.03;51.39;41109;36209;4
280;Homo_sapiens;1.35;44.77;42125;36216;1
282;Homo_sapiens;0.88;45.23;41176;36234;1
283;Homo_sapiens;105.02;27.35;38222;36239;1
288;Homo_neanderthalensis;34.08;44.83;39909;36260;1
289;Homo_sapiens;89.94;55.55;45846;36263;2
292;Homo_neanderthalensis;27.16;48.13;42506;36280;1
295;Homo_sapiens;25.42;42.93;37502;36288;2
297;Homo_sapiens;27.04;48.11;38512;36292;1
298;Homo_sapiens;-3.96;43.39;42767;36293;4
301;Homo_sapiens;1.25;42.92;39099;36299;3
304;Homo_sapiens;56.3;58.16;39709;36319;2
305;Homo_neanderthalensis;1.16;44.81;45058;36321;2
308;Homo_sapiens;15.58;41.68;41606;36330;1
310;Homo_sapiens;35.63;32.26;48112;36335;13
311;Homo_sapiens;23.04;45.61;39594;36343;1
312;Homo_sapiens;-2.04;43.03;39843;36348;1
314;Homo_sapiens;-2.04;43.03;40860;36370;4
316;Homo_sapiens;39.03;51.39;41930;36370;5
317;Homo_sapiens;-2.48;43.06;40280;36370;2
318;Homo_sapiens;-2.04;43.03;41044;36377;3
320;Homo_sapiens;22.33;44.65;57660;36377;6
321;Homo_neanderthalensis;3.77;47.59;41075;36379;2
322;Homo_sapiens;3.76;47.59;42974;36379;8
331;Homo_neanderthalensis;0.97;44.91;52200;36400;2
333;Homo_sapiens;51.43;30.28;41543;36403;2
339;Homo_sapiens;22.81;37.69;38976;36421;2
340;Homo_sapiens;5.3;50.44;40377;36434;1
344;Homo_sapiens;36.23;36.12;41316;36455;1
348;Homo_sapiens;13.08;45.43;44500;36468;3
349;Homo_sapiens;51.43;30.28;42004;36481;2
351;Homo_sapiens;85.42;50.72;41014;36490;2
352;Homo_sapiens;17.3;48.49;45041;36493;3
353;Homo_sapiens;20.46;48.05;44924;36507;4
354;Homo_neanderthalensis;4.68;50.48;49889;36514;4
355;Homo_sapiens;0.71;46.96;41867;36529;2
356;Homo_sapiens;-2.04;43.03;40266;36532;1
359;Homo_sapiens;0.5;45.67;39970;36541;2
362;Homo_sapiens;-0.89;43.14;42332;36549;2
365;Homo_sapiens;108.29;51.75;51940;36568;4
366;Homo_sapiens;-1.2;43.37;51557;36574;5
367;Homo_neanderthalensis;21.9;43.17;51557;36574;1
368;Homo_neanderthalensis;42.77;42.27;41854;36577;2
369;Homo_sapiens;-5.11;43.35;41474;36591;7
371;Homo_sapiens;43.25;42.34;41269;36597;6
373;Homo_sapiens;0.29;45.5;44865;36598;2
374;Homo_neanderthalensis;43.25;42.31;82400;36600;14
375;Homo_sapiens;21.83;45.01;42035;36601;1
376;Homo_neanderthalensis;34.08;44.83;40814;36618;1
377;Homo_sapiens;22.35;36.7;40559;36618;1
378;Homo_sapiens;33.92;35.62;43937;36642;3
382;Homo_sapiens;-4.5;36.63;44590;36656;6
387;Homo_sapiens;-3.53;43.32;39361;36708;1
390;Homo_sapiens;1.1;44.99;40294;36712;2
394;Homo_sapiens;16.63;49.2;42680;36743;5
395;Homo_neanderthalensis;18.43;40;43250;36750;1
400;Homo_neanderthalensis;-4.88;37;57100;36800;6
402;Homo_sapiens;1.26;44.88;42265;36805;1
403;Homo_sapiens;122.98;40.6;51580;36815;1
408;Homo_sapiens;13.9;44.88;39353;36860;1
411;Homo_sapiens;9.76;48.39;41797;36894;2
413;Homo_sapiens;104.25;52.29;41970;36925;2
414;Homo_sapiens;48.29;33.55;39524;36927;1
417;Homo_sapiens;33.92;35.62;44243;36964;9
418;Homo_sapiens;19.8;50.17;39531;36965;2
421;Homo_neanderthalensis;4.56;44.32;49000;37000;2
422;Homo_sapiens;77.61;22.94;53000;37000;1
423;Homo_neanderthalensis;0.5;45.67;41000;37000;1
426;Homo_neanderthalensis;-1.22;53.25;58000;37000;12
427;Homo_neanderthalensis;1.88;44.58;48000;37000;3
429;Homo_sapiens;10.18;48.55;39305;37013;1
431;Homo_sapiens;-2.04;43.03;42036;37025;4
432;Homo_sapiens;9.78;48.39;44575;37025;10
433;Homo_sapiens;39.03;51.39;42245;37025;6
437;Homo_sapiens;-3.96;43.39;41832;37044;2
438;Homo_neanderthalensis;2.83;50.23;45101;37053;2
439;Homo_sapiens;-0.89;43.14;41040;37062;2
440;Homo_neanderthalensis;17.87;48.6;39599;37067;1
441;Homo_sapiens;5.57;47.13;41284;37074;2
443;Homo_neanderthalensis;10.99;45.48;41274;37084;1
445;Homo_sapiens;74.41;27.32;43100;37100;1
446;Homo_sapiens;7.54;43.78;40803;37106;1
447;Homo_neanderthalensis;-0.9;37.8;41140;37115;1
448;Homo_sapiens;108.17;51.63;41840;37127;1
451;Homo_sapiens;-2.04;43.03;42152;37151;4
455;Homo_sapiens;16.63;49.2;44212;37165;3
467;Homo_neanderthalensis;17.95;50.03;54672;37246;6
468;Homo_neanderthalensis;3.77;47.59;42051;37270;1
474;Homo_sapiens;-2.48;43.06;41345;37300;2
475;Homo_neanderthalensis;43.25;42.31;56500;37300;4
477;Homo_neanderthalensis;33.88;44.73;48500;37300;2
478;Homo_sapiens;115.87;39.66;41005;37306;1
483;Homo_sapiens;80.43;6.99;44667;37356;2
486;Homo_neanderthalensis;1.4;42.98;51600;37400;3
488;Homo_sapiens;62.42;66.56;46145;37450;2
489;Homo_neanderthalensis;-9.05;39.71;43430;37470;1
494;Homo_sapiens;89.45;54.42;41038;37494;2
498;Homo_sapiens;33.92;35.62;41978;37537;4
499;Homo_neanderthalensis;115.48;45.24;41113;37548;2
501;Homo_sapiens;1.25;42.92;40518;37587;3
502;Homo_sapiens;34.94;32.56;51986;37589;3
503;Homo_sapiens;113.78;3.82;51582;37589;6
507;Homo_neanderthalensis;0.61;44.96;44976;37601;5
508;Homo_sapiens;-3.53;50.47;42572;37601;12
509;Homo_sapiens;10.97;45.51;39746;37607;1
513;Homo_sapiens;-1.2;43.37;41832;37619;4
515;Homo_sapiens;43.25;42.33;40453;37620;1
516;Homo_neanderthalensis;-7.21;42.75;41861;37623;1
528;Homo_sapiens;0.83;46.67;40956;37678;3
531;Homo_neanderthalensis;34.4;45;43276;37694;3
533;Homo_sapiens;43.25;42.34;41913;37695;2
541;Homo_sapiens;10.97;45.51;41821;37722;5
554;Homo_sapiens;0.81;41.93;40275;37780;1
555;Homo_neanderthalensis;3.76;47.59;45750;37786;8
557;Homo_neanderthalensis;33.88;44.73;46000;37800;1
559;Homo_neanderthalensis;46.93;34.64;41036;37811;1
565;Homo_sapiens;-2.48;43.06;42670;37856;4
567;Homo_sapiens;86.21;23.13;46000;38000;1
568;Homo_sapiens;73.99;26.46;48000;38000;1
569;Homo_erectus;111.1;-7.36;82000;38000;1
570;Homo_neanderthalensis;11.18;42.37;49910;38100;2
571;Homo_sapiens;36.23;36.12;39819;38147;1
572;Homo_sapiens;36.23;36.12;39868;38163;1
579;Homo_sapiens;24.07;43.17;45983;38348;4
581;Homo_sapiens;11.06;42.65;41600;38400;1
582;Homo_neanderthalensis;-0.19;48.68;155000;38400;2
584;Homo_sapiens;33.92;35.62;40385;38466;1
585;Homo_neanderthalensis;34.08;44.83;54500;38500;1
586;Homo_neanderthalensis;5.03;50.49;49500;38500;3
591;Homo_neanderthalensis;13.05;41.23;40835;38541;1
597;Homo_neanderthalensis;-1.21;53.25;44003;38599;1
600;Homo_sapiens;33.92;35.62;44528;38688;3
601;Homo_sapiens;4.33;43.93;42703;38709;2
604;Homo_neanderthalensis;84.68;51.4;73500;38900;2
605;Homo_neanderthalensis;19.79;50.02;70600;38900;5
607;Homo_sapiens;-3.97;43.29;45667;38906;1
608;Homo_sapiens;39.05;51.39;42269;38934;3
613;Homo_neanderthalensis;4.56;44.32;57000;39000;3
614;Homo_neanderthalensis;34.08;44.83;49000;39000;1
616;Homo_sapiens;33.92;35.62;40604;39029;1
618;Homo_sapiens;135.54;34.68;40846;39045;1
619;Homo_neanderthalensis;-2.76;51.28;54613;39081;1
623;Homo_sapiens;39.03;51.39;42389;39084;3
624;Homo_sapiens;22.32;45.82;42100;39100;1
627;Homo_sapiens;22.81;37.69;40572;39128;1
628;Homo_neanderthalensis;12.42;51.58;49800;39129;3
631;Homo_neanderthalensis;-0.55;40.51;41681;39136;1
632;Homo_neanderthalensis;-2.53;43.08;40499;39154;1
635;Homo_sapiens;36.23;36.12;40476;39162;1
638;Homo_neanderthalensis;-0.47;38.8;45931;39171;1
639;Homo_neanderthalensis;9.75;48.37;42136;39180;2
642;Homo_sapiens;21.85;45.01;44050;39190;1
643;Homo_sapiens;112.28;39.42;42795;39199;1
652;Homo_neanderthalensis;-0.64;45.75;42513;39255;2
653;Homo_neanderthalensis;-9.05;39.71;42252;39257;2
655;Homo_neanderthalensis;19.21;43.25;42319;39264;1
656;Homo_neanderthalensis;20.07;44.18;42319;39264;1
662;Homo_neanderthalensis;40;44.17;54726;39290;7
666;Homo_neanderthalensis;11.79;48.94;42625;39324;1
668;Homo_sapiens;25.42;42.93;41806;39334;3
669;Homo_neanderthalensis;-0.9;37.8;41039;39334;1
670;Homo_neanderthalensis;-0.69;43.64;42271;39339;1
671;Homo_neanderthalensis;3.77;47.59;45213;39342;1
672;Homo_sapiens;1.69;41.53;42130;39343;2
674;Homo_neanderthalensis;3.76;47.59;44454;39353;2
677;Homo_sapiens;33.92;35.62;44321;39368;2
679;Homo_sapiens;33.92;35.62;40984;39375;1
680;Homo_sapiens;23.13;37.42;40920;39380;1
685;Homo_sapiens;17.96;40.16;42221;39434;3
686;Homo_sapiens;10.18;48.55;41140;39437;1
688;Homo_neanderthalensis;2.66;48.25;45802;39440;4
694;Homo_neanderthalensis;-0.64;45.75;43063;39469;1
695;Homo_sapiens;-3.86;43.36;42506;39490;1
697;Homo_neanderthalensis;40;44.17;47708;39500;2
698;Homo_sapiens;36.23;36.12;41159;39505;1
700;Homo_neanderthalensis;-3.97;43.29;54659;39530;2
701;Homo_neanderthalensis;17.96;40.16;50346;39530;2
702;Homo_sapiens;-3.97;43.29;49881;39532;8
706;Homo_neanderthalensis;18.11;49.58;45806;39548;2
711;Homo_neanderthalensis;34.08;44.83;40600;39600;1
712;Homo_neanderthalensis;28.45;44.53;42639;39618;1
720;Homo_sapiens;22.7;43.65;43053;39685;4
724;Homo_neanderthalensis;3.64;46.41;44273;39706;2
726;Homo_sapiens;102.96;49.26;41866;39718;1
730;Homo_sapiens;-1.2;43.37;43124;39744;4
731;Homo_neanderthalensis;0.29;45.5;42742;39744;1
733;Homo_neanderthalensis;34.08;44.83;42995;39754;1
736;Homo_sapiens;16.53;49.11;46766;39784;3
737;Homo_neanderthalensis;9.75;48.37;42905;39803;2
739;Homo_sapiens;22.33;43.58;41789;39810;1
741;Homo_sapiens;17.96;40.16;42000;39817;1
742;Homo_neanderthalensis;34.6;45.1;42890;39822;3
744;Homo_sapiens;33.92;35.62;41763;39854;2
753;Homo_neanderthalensis;2.75;42.16;52118;39981;4
755;Homo_neanderthalensis;1.07;45;54697;39995;5
757;Homo_neanderthalensis;-6.34;38.12;46000;40000;1
760;Homo_sapiens;15.23;40.48;42015;40033;1
762;Homo_neanderthalensis;0.71;46.96;42930;40068;1
764;Homo_neanderthalensis;-2.48;43.06;44065;40068;5
768;Homo_neanderthalensis;34.6;45.1;45626;40097;2
769;Homo_neanderthalensis;0.71;46.96;48800;40100;8
770;Homo_neanderthalensis;-6.05;42.48;69500;40100;2
773;Homo_neanderthalensis;-0.41;42.14;43112;40158;2
774;Homo_neanderthalensis;0.29;45.5;42988;40170;1
777;Homo_neanderthalensis;3.77;47.59;44972;40251;1
778;Homo_neanderthalensis;0.88;45.23;44207;40267;1
781;Homo_neanderthalensis;16.41;49.05;46900;40300;5
782;Homo_neanderthalensis;15.38;40;47300;40300;1
783;Homo_neanderthalensis;0.93;44.48;47400;40300;3
784;Homo_neanderthalensis;-6.34;38.12;45700;40300;1
785;Homo_neanderthalensis;-0.64;45.75;47475;40319;1
786;Homo_sapiens;33.92;35.62;44303;40330;5
801;Homo_sapiens;43.25;42.33;44121;40537;1
802;Homo_neanderthalensis;3.76;47.59;44823;40541;6
803;Homo_neanderthalensis;16.57;49.11;48652;40547;3
804;Homo_neanderthalensis;0.94;44.95;45192;40559;5
806;Homo_sapiens;36.23;36.12;42019;40589;1
807;Homo_neanderthalensis;0.84;41.87;44805;40603;1
809;Homo_neanderthalensis;0.29;45.5;44065;40607;1
811;Homo_sapiens;36.23;36.12;41969;40607;1
812;Homo_neanderthalensis;-3.47;42.07;42807;40622;1
814;Homo_neanderthalensis;-3.47;42.07;42926;40624;1
816;Homo_neanderthalensis;0.83;46.67;42877;40631;4
819;Homo_neanderthalensis;5.59;50.59;46666;40653;1
823;Homo_neanderthalensis;5.3;50.44;49297;40694;1
824;Homo_neanderthalensis;-4.14;40.95;46100;40700;3
825;Homo_neanderthalensis;-0.47;38.69;69700;40700;4
826;Homo_neanderthalensis;45.11;40.64;63900;40700;4
827;Homo_neanderthalensis;4.75;44.48;51380;40720;4
828;Homo_sapiens;23.02;48.25;44401;40720;1
829;Homo_neanderthalensis;43.25;42.31;44401;40720;2
831;Homo_sapiens;106.48;38.35;41811;40757;1
834;Homo_neanderthalensis;19.83;50.2;46620;40777;2
835;Homo_sapiens;33.92;35.62;41993;40789;1
837;Homo_neanderthalensis;7.87;51.35;44779;40797;2
841;Homo_neanderthalensis;-9.05;39.71;42812;40837;1
845;Homo_neanderthalensis;-0.74;52.64;44251;40855;5
846;Homo_neanderthalensis;3.76;47.59;43227;40855;5
847;Homo_neanderthalensis;7.54;43.78;44486;40876;5
848;Homo_sapiens;-3.53;50.47;44720;40894;2
849;Homo_neanderthalensis;1.91;41.39;49000;40900;2
851;Homo_sapiens;12.86;41.6;44170;40911;2
852;Homo_neanderthalensis;16.5;43.53;45177;40917;1
854;Homo_neanderthalensis;-0.41;42.14;44159;40924;2
857;Homo_neanderthalensis;14.07;41.62;54823;40958;5
863;Homo_neanderthalensis;1.91;41.39;44623;40989;2
864;Homo_neanderthalensis;2.77;42.13;49000;41000;1
865;Homo_neanderthalensis;2.13;49.43;58000;41000;2
866;Homo_neanderthalensis;-1.45;43.48;51000;41000;1
867;Homo_neanderthalensis;-7.67;39.65;47000;41000;1
870;Homo_neanderthalensis;0.93;43.15;44203;41045;1
872;Homo_neanderthalensis;3.76;47.59;45495;41056;6
873;Homo_neanderthalensis;4.54;44.33;48058;41057;3
876;Homo_neanderthalensis;14.07;41.62;48005;41070;3
880;Homo_sapiens;11.57;45.47;44575;41100;1
883;Homo_neanderthalensis;2.98;43.09;49626;41121;3
886;Homo_sapiens;39.04;51.4;43758;41142;1
887;Homo_neanderthalensis;20.07;44.18;42817;41143;1
891;Homo_neanderthalensis;9.78;48.39;42826;41155;1
892;Homo_neanderthalensis;4.75;44.48;50505;41173;3
896;Homo_neanderthalensis;5.69;50.59;45139;41190;2
897;Homo_neanderthalensis;1.25;44.86;49068;41192;5
898;Homo_neanderthalensis;-5.08;43.29;42890;41199;2
899;Homo_neanderthalensis;27.18;44.6;44335;41200;1
900;Homo_neanderthalensis;-2.62;42.21;46774;41201;1
902;Homo_neanderthalensis;10.33;52.18;51921;41219;3
904;Homo_neanderthalensis;1.91;41.39;42956;41231;1
907;Homo_sapiens;10.97;45.51;47174;41242;2
908;Homo_sapiens;16.57;49.11;43932;41244;1
909;Homo_sapiens;102.96;49.26;42827;41247;5
911;Homo_neanderthalensis;3.77;47.59;46543;41276;1
912;Homo_neanderthalensis;84.33;51.67;42760;41281;1
913;Homo_neanderthalensis;46.93;34.64;44726;41288;3
914;Homo_neanderthalensis;-0.47;38.69;59400;41300;2
915;Homo_neanderthalensis;-1.46;43.48;47300;41300;1
916;Homo_neanderthalensis;0.9;44.56;47991;41303;7
918;Homo_neanderthalensis;9.02;45.93;55200;41308;2
920;Homo_neanderthalensis;6.82;46.98;48461;41332;3
921;Homo_neanderthalensis;4.43;44.44;48598;41337;3
925;Homo_neanderthalensis;18.11;49.58;46263;41368;2
927;Homo_neanderthalensis;16.37;49.02;45905;41386;8
928;Homo_neanderthalensis;2.66;48.25;53000;41400;2
929;Homo_sapiens;58.93;53.06;48002;41404;1
931;Homo_neanderthalensis;-5.5;36.55;42380;41416;1
932;Homo_neanderthalensis;1.35;44.77;54701;41416;3
939;Homo_neanderthalensis;16.5;43.53;46676;41486;1
940;Homo_neanderthalensis;-0.47;38.69;47900;41500;1
941;Homo_neanderthalensis;22.88;45.81;54654;41500;3
942;Homo_neanderthalensis;16.5;43.53;46607;41509;1
945;Homo_neanderthalensis;3.76;47.59;44906;41513;5
946;Homo_neanderthalensis;0.57;44.85;51986;41514;2
948;Homo_sapiens;101.69;52.02;54671;41559;2
950;Homo_sapiens;25.42;42.93;42393;41579;1
954;Homo_neanderthalensis;-0.41;42.14;43922;41620;1
956;Homo_sapiens;104.67;34.78;43103;41641;1
957;Homo_sapiens;102.84;23.22;43103;41641;1
961;Homo_neanderthalensis;-6.05;42.48;59100;41700;1
963;Homo_neanderthalensis;22.56;36.76;50377;41702;4
964;Homo_neanderthalensis;42.77;42.27;54703;41708;3
967;Homo_neanderthalensis;17.92;48.56;45806;41721;1
968;Homo_neanderthalensis;-8.6;39.25;45806;41721;2
971;Homo_neanderthalensis;9.75;48.37;43252;41754;1
973;Homo_neanderthalensis;0.94;44.95;58900;41800;6
974;Homo_neanderthalensis;0.94;44.95;47000;41800;1
977;Homo_sapiens;17.96;40.16;43182;41828;2
980;Homo_neanderthalensis;-4.14;40.95;45011;41847;5
981;Homo_neanderthalensis;10.97;45.51;46839;41857;3
986;Homo_sapiens;48.03;41.92;44427;41867;1
987;Homo_neanderthalensis;10.97;45.51;45926;41876;3
992;Homo_sapiens;113.78;3.82;46801;41887;2
994;Homo_sapiens;34.94;32.56;51479;41897;4
995;Homo_neanderthalensis;11.06;42.65;46100;41900;1
996;Homo_neanderthalensis;-2.29;40.94;44675;41902;1
997;Homo_sapiens;82.07;71.91;49750;41911;4
998;Homo_neanderthalensis;58.9;55.7;47677;41921;1
1000;Homo_neanderthalensis;-5.11;43.35;45898;41931;1
1003;Homo_neanderthalensis;0.81;41.93;43147;41949;1
1005;Homo_neanderthalensis;3.86;45.06;48123;41961;2
1007;Homo_sapiens;16.56;49.17;44623;41969;2
1010;Homo_neanderthalensis;6.94;51.22;45079;41982;3
1015;Homo_neanderthalensis;2.13;43.43;61000;42000;4
1016;Homo_neanderthalensis;2.62;48.63;141000;42000;5
1017;Homo_neanderthalensis;1.91;45.22;44000;42000;1
1018;Homo_sapiens;76.03;22.23;46000;42000;1
1021;Homo_sapiens;103.41;20.21;69600;42000;3
1023;Homo_neanderthalensis;19.83;50.43;54714;42008;2
1024;Homo_sapiens;20.38;48.12;52071;42014;2
1025;Homo_neanderthalensis;11.79;48.94;47538;42016;3
1026;Homo_neanderthalensis;3.64;46.41;44972;42017;3
1027;Homo_neanderthalensis;22.56;36.76;42803;42035;1
1032;Homo_sapiens;15.4;48.32;43984;42057;2
1039;Homo_neanderthalensis;-5.08;43.29;44099;42084;1
1041;Homo_neanderthalensis;-3.36;53.25;48631;42085;1
1042;Homo_neanderthalensis;115.48;45.24;46580;42085;2
1043;Homo_neanderthalensis;0.72;46.41;46045;42085;1
1044;Homo_neanderthalensis;11.59;45.49;54752;42085;2
1049;Homo_neanderthalensis;-0.64;45.75;50020;42119;1
1051;Homo_neanderthalensis;0.61;44.96;48040;42130;1
1052;Homo_neanderthalensis;16.5;43.53;48552;42151;2
1053;Homo_neanderthalensis;40.27;45.17;54694;42151;3
1057;Homo_neanderthalensis;10.97;45.51;48614;42173;3
1058;Homo_sapiens;10.97;45.51;48614;42173;3
1060;Homo_sapiens;48.29;33.55;44180;42181;1
1064;Homo_neanderthalensis;4.43;44.44;50000;42200;1
1065;Homo_neanderthalensis;9.75;48.37;44425;42204;1
1066;Homo_neanderthalensis;1.69;41.53;43249;42211;1
1068;Homo_neanderthalensis;0.29;45.5;46839;42214;1
1069;Homo_neanderthalensis;10.97;45.51;47886;42218;1
1077;Homo_sapiens;71.2;57.74;47628;42259;2
1084;Homo_neanderthalensis;-1.49;38.07;54722;42274;2
1089;Homo_neanderthalensis;3.76;47.59;44301;42295;3
1101;Homo_neanderthalensis;-5.34;36.12;54743;42314;3
1102;Homo_neanderthalensis;33.92;35.62;50038;42319;4
1105;Homo_neanderthalensis;43.7;42;54675;42335;1
1106;Homo_neanderthalensis;1.69;41.53;45759;42344;1
1108;Homo_neanderthalensis;89.94;55.55;45846;42347;1
1115;Homo_neanderthalensis;18.12;49.59;48335;42379;2
1116;Homo_neanderthalensis;-6.05;42.48;54600;42379;4
1119;Homo_neanderthalensis;0.29;45.5;47400;42400;1
1122;Homo_neanderthalensis;18.56;42.67;45751;42402;1
1123;Homo_neanderthalensis;-6.34;38.12;71200;42404;2
1126;Homo_neanderthalensis;-3.45;43.24;54725;42413;2
1127;Homo_neanderthalensis;10.18;48.55;44316;42429;1
1128;Homo_neanderthalensis;-4.65;43.33;54440;42431;1
1132;Homo_neanderthalensis;17.92;48.56;48333;42439;1
1133;Homo_neanderthalensis;-3.97;43.29;54742;42439;3
1134;Homo_sapiens;25.42;42.93;46213;42440;25
1141;Homo_neanderthalensis;0.29;45.5;46223;42496;1
1152;Homo_neanderthalensis;-2.2;43.23;54719;42545;2
1153;Homo_neanderthalensis;1.1;45.02;55900;42545;2
1155;Homo_neanderthalensis;21.9;43.17;44852;42551;1
1156;Homo_neanderthalensis;-2.75;43.14;47898;42552;1
1160;Homo_sapiens;17.96;40.16;44302;42570;1
1163;Homo_neanderthalensis;3.76;47.59;46751;42585;3
1164;Homo_neanderthalensis;1.35;44.77;54915;42586;2
1166;Homo_neanderthalensis;16.09;46.31;54748;42587;3
1171;Homo_neanderthalensis;0.97;44.91;60700;42600;2
1174;Homo_neanderthalensis;-0.99;39.75;44739;42607;1
1178;Homo_neanderthalensis;2.59;42.28;44836;42620;1
1184;Homo_neanderthalensis;-2.88;51.29;44722;42659;1
1186;Homo_neanderthalensis;1.07;45;50327;42678;1
1187;Homo_neanderthalensis;43.48;42.24;54696;42683;1
1189;Homo_neanderthalensis;10.18;48.55;44697;42687;1
1191;Homo_neanderthalensis;11.4;51.81;52029;42694;1
1195;Homo_neanderthalensis;4.51;50.06;51627;42721;2
